1,1580994812.2756457,70
2,1580994818.1049464,70
3,1580994823.9608312,70
4,1580994829.8041062,70
5,1580994835.6523993,70
6,1580994841.7741606,70
7,1580994847.6411493,70
8,1580994864.4169903,69
9,1580995465.2995303,77
10,1580996066.2002778,81
11,1580996667.1554513,77
12,1580997267.953162,81
13,1580997868.851932,78
14,1580998469.7053163,73
15,1580999070.627579,68
16,1580999671.5307338,69
17,1581000272.4672484,67
18,1581000873.2753909,72
19,1581001474.3314953,71
20,1581002075.3509104,65
21,1581002676.383262,64
22,1581003277.427139,62
23,1581003878.403751,70
24,1581004479.1793652,70
25,1581005080.5354695,75
26,1581005681.391156,76
27,1581006282.3371599,82
28,1581006883.2195222,84
29,1581007484.1018023,84
30,1581008084.9634109,85
31,1581008685.8234177,89
32,1581009286.6792784,88
33,1581009887.4553916,89
34,1581010488.2833455,87
35,1581011089.0520952,86
36,1581011689.8952458,90
37,1581012290.7395313,90
38,1581012891.5798874,90
39,1581013492.519251,86
40,1581014093.3685353,84
41,1581014694.1482716,88
42,1581015294.9951491,83
43,1581015896.0572069,80
44,1581016497.1190293,78
45,1581017098.100429,75
46,1581017699.2120268,75
47,1581018300.247279,74
48,1581018901.3087094,71
49,1581019502.3395474,69
50,1581020103.3758323,65
51,1581020704.4193487,63
52,1581021305.499885,62
53,1581021906.5158641,59
54,1581022508.0064876,53
55,1581023109.05517,54
56,1581023710.1197345,53
57,1581024311.1030416,49
58,1581024912.099089,49
59,1581025513.1435626,47
60,1581026114.1916294,45
61,1581026715.2833605,43
62,1581027316.3391297,41
63,1581027917.3993392,39
64,1581028518.4513667,38
65,1581029119.5027182,36
66,1581029720.4465485,36
67,1581030321.4909146,39
68,1581030922.4823608,39
69,1581031523.515343,37
70,1581032124.546421,37
71,1581032725.5751436,37
72,1581033326.558634,37
73,1581033927.5784397,37
74,1581034528.6426904,37
75,1581035129.619352,37
76,1581035730.5984788,37
77,1581036331.6469228,37
78,1581036932.6267006,37
79,1581037533.6917233,37
80,1581038134.6944525,37
81,1581038735.7227082,35
82,1581039336.6748815,35
83,1581039937.7183957,35
84,1581040538.6747446,37
85,1581041139.72325,36
86,1581041740.7226036,38
87,1581042341.7267563,38
88,1581042942.7585497,40
89,1581043543.7546625,37
90,1581044144.8104403,37
91,1581044745.850585,37
92,1581045346.8867323,37
93,1581045947.93465,36
94,1581046548.9704893,36
95,1581047149.9349763,37
96,1581047750.9743078,41
97,1581048352.0062172,44
98,1581048952.9908233,47
99,1581049553.951317,51
100,1581050154.9992447,51
101,1581050756.0065496,58
102,1581051357.043199,60
103,1581051958.079151,61
104,1581052559.0669508,57
105,1581053160.1146681,53
106,1581053761.1348891,55
107,1581054362.1839943,58
108,1581054963.2358162,58
109,1581055564.1871243,58
110,1581056165.259892,53
111,1581056766.3031888,61
112,1581057367.330843,60
113,1581057968.379281,57
114,1581058569.4102015,53
115,1581059170.4389226,58
116,1581059771.4829588,61
117,1581060372.4708219,59
118,1581060973.4629173,61
119,1581061574.4949946,61
