120,1581062175.4831417,60
121,1581062776.4788227,57
122,1581063377.499076,52
123,1581063978.5025845,52
124,1581064579.4795015,52
125,1581065180.4917614,53
126,1581065781.4551787,63
127,1581066382.4269555,60
128,1581066983.467117,60
129,1581067584.4070385,64
130,1581068185.4149773,61
131,1581068786.4472125,57
132,1581069387.4872751,59
133,1581069988.4640057,59
134,1581070589.498859,62
135,1581071190.5346465,57
136,1581071791.4986854,58
137,1581072392.526848,59
138,1581072993.5589514,60
139,1581073594.59554,63
140,1581074195.6270533,65
141,1581074796.6365452,65
142,1581075397.8793206,60
143,1581075625.2238853,63
144,1581076226.2778547,67
145,1581076827.1509914,73
146,1581077428.170902,70
147,1581078029.2108593,65
148,1581078630.0993125,67
149,1581079230.935977,73
150,1581079831.747274,74
151,1581080432.5992308,74
152,1581081033.3958266,79
153,1581081634.2234368,83
154,1581082235.1000671,80
155,1581082835.955424,81
156,1581083436.7231655,81
157,1581084037.511976,82
158,1581084638.3328443,79
159,1581085239.2319992,80
160,1581085840.0437503,76
161,1581086441.0552561,75
162,1581087042.0753255,74
163,1581087643.1119435,74
164,1581088243.9789708,74
165,1581088844.8552074,74
166,1581089445.8674479,73
167,1581090046.9074614,71
168,1581090647.9151587,72
169,1581091248.9350946,73
170,1581091849.765295,78
171,1581092450.655718,80
172,1581093051.523397,79
173,1581093652.4451587,81
174,1581094253.3757563,77
175,1581094854.2433097,83
176,1581095455.0357752,85
177,1581096055.9246354,83
178,1581096656.763482,86
179,1581097257.5283318,88
180,1581097858.2992487,89
181,1581098459.1074283,89
182,1581099059.975855,87
183,1581099660.8435643,83
184,1581100261.6561675,82
185,1581100862.6206615,77
186,1581101463.6653113,79
187,1581102064.5677254,83
188,1581102665.640665,74
189,1581103266.750138,72
190,1581103867.8226023,69
191,1581104468.8153727,68
192,1581105069.799053,65
193,1581105670.7950764,63
194,1581106272.2153125,63
195,1581106873.2628882,59
196,1581107474.266746,59
197,1581108075.2909212,60
198,1581108676.310706,61
199,1581109277.3575947,58
200,1581109878.3953176,59
201,1581110479.4351895,56
202,1581111080.4547265,57
203,1581111681.4916265,52
204,1581112282.4945476,50
205,1581112883.5345979,47
206,1581113484.5988486,46
207,1581114085.5626225,44
208,1581114686.5628068,43
209,1581115287.626837,40
210,1581115888.618506,40
211,1581116489.6830063,39
212,1581117090.6623683,36
213,1581117691.67499,36
214,1581118292.7186813,34
215,1581118893.7624402,34
216,1581119494.7863286,35
217,1581120095.7664263,35
218,1581120696.7746584,35
219,1581121297.782584,36
220,1581121898.826957,36
221,1581122499.8423617,36
222,1581123100.8825119,37
223,1581123701.930693,36
224,1581124302.9866302,37
225,1581124903.983888,38
226,1581125505.0180414,37
227,1581126106.0666652,36
228,1581126707.1145313,38
229,1581127308.0884032,37
230,1581127909.090517,37
231,1581128510.0623586,37
232,1581129111.03057,36
233,1581129712.022161,36
234,1581130313.0384123,34
235,1581130914.0544946,38
236,1581131515.1119545,38
237,1581132116.16234,38
238,1581132717.30631,38
239,1581133318.2666662,40
240,1581133919.2826023,42
241,1581134520.2908788,42
242,1581135121.3749616,41
243,1581135722.3544621,41
244,1581136323.4113803,42
245,1581136924.4027162,48
246,1581137525.3556037,47
247,1581138126.3469455,49
248,1581138727.335336,49
249,1581139328.37436,51
250,1581139929.439867,51
251,1581140530.4827948,54
252,1581141131.524531,56
253,1581141732.6086915,57
254,1581142333.6467435,53
255,1581142934.6268892,54
256,1581143535.6668131,55
257,1581144136.6267173,54
258,1581144737.6708477,57
259,1581145338.6791177,59
260,1581145939.70278,63
261,1581146540.7350976,62
262,1581147141.77089,60
263,1581147742.763071,57
264,1581148343.8068795,60
265,1581148944.8434212,63
266,1581149545.8230338,66
267,1581150146.8591156,64
268,1581150747.8791742,68
269,1581151348.9161336,69
270,1581151949.9357457,69
271,1581152550.9314525,74
272,1581153151.8832152,77
273,1581153754.2750268,76
274,1581154355.3284428,77
275,1581154956.3948038,75
276,1581155557.4973915,76
277,1581156158.5844743,74
278,1581156759.631184,74
279,1581157360.5072517,75
280,1581157961.371182,74
281,1581158562.2870576,77
282,1581159163.3443754,74
283,1581159764.3553317,77
284,1581160365.394985,72
285,1581160966.3836327,70
286,1581161567.5174043,67
287,1581162168.5489569,65
288,1581162769.6562064,63
289,1582800182.5576823,14
290,1582800195.136415,35
